subscription_id,customer_id,plan_name,billing_cycle,price_inr,start_date,end_date,status,auto_renew,cancellation_reason
SUB000638,CUST00638,Standard,Annual,2990,01-07-2022,,Active,1,
SUB000639,CUST00639,Basic,Quarterly,402.3,13-08-2023,,Active,0,
SUB000640,CUST00640,Basic,Quarterly,402.3,16-04-2024,,Active,1,
SUB000641,CUST00641,Premium,Quarterly,1752.3,24-07-2022,,Active,1,
SUB000642,CUST00642,Premium,Quarterly,1752.3,28-01-2022,,Active,0,
SUB000643,CUST00643,Basic,Quarterly,402.3,01-05-2024,31-12-2024,Cancelled,0,Content Not Relevant
SUB000644,CUST00644,Basic,Quarterly,402.3,23-05-2022,,Paused,1,
SUB000645,CUST00645,Basic,Monthly,149,06-11-2023,,Active,1,
SUB000646,CUST00646,Premium,Monthly,649,05-04-2023,06-11-2023,Cancelled,1,Too Expensive
SUB000647,CUST00647,Family,Annual,4990,02-07-2023,,Paused,1,
SUB000648,CUST00648,Basic,Monthly,149,20-03-2024,16-09-2024,Cancelled,1,Temporary Pause
SUB000649,CUST00649,Premium,Monthly,649,22-04-2022,25-10-2022,Cancelled,1,
SUB000650,CUST00650,Basic,Quarterly,402.3,15-02-2022,,Active,1,
SUB000651,CUST00651,Basic,Monthly,149,19-04-2022,,Active,0,
SUB000652,CUST00652,Standard,Annual,2990,07-06-2023,,Active,0,
SUB000653,CUST00653,Premium,Quarterly,1752.3,15-08-2022,,Active,0,
SUB000654,CUST00654,Basic,Monthly,149,01-03-2024,06-09-2024,Cancelled,1,Poor Streaming Quality
SUB000655,CUST00655,Premium,Annual,6490,26-01-2022,,Active,0,
SUB000656,CUST00656,Standard,Annual,2990,29-03-2022,,Active,0,
SUB000657,CUST00657,Standard,Annual,2990,18-12-2022,,Active,1,
SUB000658,CUST00658,Family,Quarterly,1347.3,23-12-2022,,Active,1,
SUB000659,CUST00659,Family,Quarterly,1347.3,23-11-2022,,Active,1,
SUB000660,CUST00660,Family,Annual,4990,24-01-2022,31-12-2024,Cancelled,1,Too Expensive
SUB000661,CUST00661,Standard,Quarterly,807.3,29-01-2024,31-12-2024,Cancelled,0,Too Expensive
SUB000662,CUST00662,Basic,Annual,1490,13-06-2022,,Active,1,
SUB000663,CUST00663,Standard,Monthly,299,26-08-2022,,Paused,1,
SUB000664,CUST00664,Family,Quarterly,1347.3,10-02-2023,,Active,1,
SUB000665,CUST00665,Basic,Monthly,149,30-08-2023,03-03-2024,Cancelled,0,Found Free Alternative
SUB000666,CUST00666,Family,Quarterly,1347.3,30-07-2022,06-08-2023,Cancelled,1,
SUB000667,CUST00667,Basic,Annual,1490,29-03-2024,31-12-2024,Cancelled,0,Too Expensive
SUB000668,CUST00668,Basic,Annual,1490,21-07-2022,31-12-2024,Cancelled,1,Found Free Alternative
SUB000669,CUST00669,Basic,Annual,1490,25-06-2023,31-12-2024,Cancelled,1,Too Expensive
SUB000670,CUST00670,Standard,Quarterly,807.3,18-09-2023,,Active,0,
SUB000671,CUST00671,Basic,Monthly,149,27-12-2022,19-05-2023,Cancelled,1,Content Not Relevant
SUB000672,CUST00672,Basic,Quarterly,402.3,22-09-2023,,Paused,1,
SUB000673,CUST00673,Standard,Quarterly,807.3,17-11-2022,15-01-2024,Cancelled,0,Found Free Alternative
SUB000674,CUST00674,Standard,Quarterly,807.3,07-07-2022,,Active,1,
SUB000675,CUST00675,Family,Quarterly,1347.3,05-03-2023,,Active,1,
SUB000676,CUST00676,Basic,Monthly,149,10-03-2023,,Active,1,
SUB000677,CUST00677,Standard,Quarterly,807.3,12-12-2023,,Active,1,
SUB000678,CUST00678,Standard,Annual,2990,17-05-2023,31-12-2024,Cancelled,1,Content Not Relevant
SUB000679,CUST00679,Family,Monthly,499,12-05-2024,,Paused,0,
SUB000680,CUST00680,Premium,Annual,6490,10-01-2022,,Paused,0,
SUB000681,CUST00681,Standard,Quarterly,807.3,30-07-2023,14-05-2024,Cancelled,0,Temporary Pause
SUB000682,CUST00682,Family,Quarterly,1347.3,02-03-2023,04-06-2024,Cancelled,1,
SUB000683,CUST00683,Standard,Monthly,299,02-08-2023,,Paused,0,
SUB000684,CUST00684,Family,Quarterly,1347.3,09-10-2022,,Active,0,
SUB000685,CUST00685,Standard,Quarterly,807.3,10-03-2024,,Active,1,
SUB000686,CUST00686,Premium,Monthly,649,17-07-2023,,Active,0,
SUB000687,CUST00687,Basic,Quarterly,402.3,02-10-2022,,Active,0,
SUB000688,CUST00688,Basic,Quarterly,402.3,18-02-2024,15-09-2024,Cancelled,1,Poor Streaming Quality
SUB000689,CUST00689,Standard,Monthly,299,15-04-2022,,Active,1,
SUB000690,CUST00690,Premium,Monthly,649,06-04-2023,21-08-2023,Cancelled,1,
SUB000691,CUST00691,Premium,Monthly,649,05-06-2024,,Paused,1,
SUB000692,CUST00692,Standard,Monthly,299,07-12-2023,20-05-2024,Cancelled,1,Poor Streaming Quality
SUB000693,CUST00693,Standard,Quarterly,807.3,19-06-2022,,Active,0,
SUB000694,CUST00694,Basic,Quarterly,402.3,04-04-2024,,Active,0,
SUB000695,CUST00695,Standard,Monthly,299,15-10-2022,,Active,1,
SUB000696,CUST00696,Premium,Quarterly,1752.3,22-12-2023,,Paused,0,
SUB000697,CUST00697,Standard,Quarterly,807.3,28-05-2024,31-12-2024,Cancelled,0,Switching to Competitor
SUB000698,CUST00698,Premium,Annual,6490,02-03-2022,,Active,1,
SUB000699,CUST00699,Premium,Annual,6490,13-09-2022,,Paused,1,
SUB000700,CUST00700,Standard,Monthly,299,17-05-2023,,Active,1,
SUB000701,CUST00701,Basic,Quarterly,402.3,05-10-2023,31-12-2024,Cancelled,0,Poor Streaming Quality
SUB000702,CUST00702,Basic,Quarterly,402.3,11-10-2023,09-07-2024,Cancelled,1,Too Expensive
SUB000703,CUST00703,Premium,Annual,6490,13-12-2023,,Active,1,
SUB000704,CUST00704,Standard,Annual,2990,19-08-2023,,Active,1,
SUB000705,CUST00705,Standard,Monthly,299,13-10-2023,21-01-2024,Cancelled,1,
SUB000706,CUST00706,Basic,Monthly,149,12-02-2023,19-05-2023,Cancelled,0,Content Not Relevant
SUB000707,CUST00707,Family,Annual,4990,02-10-2022,29-10-2024,Cancelled,1,Switching to Competitor
SUB000708,CUST00708,Basic,Monthly,149,15-08-2023,,Active,1,
SUB000709,CUST00709,Standard,Monthly,299,30-11-2023,,Active,0,
SUB000710,CUST00710,Standard,Quarterly,807.3,17-01-2022,,Paused,1,
SUB000711,CUST00711,Family,Annual,4990,01-01-2022,,Active,1,
SUB000712,CUST00712,Premium,Quarterly,1752.3,22-06-2024,31-12-2024,Cancelled,1,Content Not Relevant
SUB000713,CUST00713,Family,Monthly,499,06-04-2022,,Active,0,
SUB000714,CUST00714,Basic,Monthly,149,16-01-2023,,Active,1,
SUB000715,CUST00715,Standard,Annual,2990,03-10-2023,,Active,0,
SUB000716,CUST00716,Standard,Monthly,299,22-12-2023,,Active,1,
SUB000717,CUST00717,Premium,Annual,6490,21-03-2022,,Active,0,
SUB000718,CUST00718,Standard,Monthly,299,28-11-2023,02-04-2024,Cancelled,1,Technical Issues
SUB000719,CUST00719,Basic,Monthly,149,16-04-2024,,Active,0,
SUB000720,CUST00720,Standard,Monthly,299,05-05-2023,26-06-2023,Cancelled,0,Technical Issues
SUB000721,CUST00721,Basic,Monthly,149,19-01-2024,,Active,0,
SUB000722,CUST00722,Basic,Quarterly,402.3,21-06-2024,,Paused,0,
SUB000723,CUST00723,Standard,Annual,2990,19-10-2023,31-12-2024,Cancelled,0,Switching to Competitor
SUB000724,CUST00724,Premium,Monthly,649,09-01-2022,,Paused,1,
SUB000725,CUST00725,Premium,Quarterly,1752.3,10-01-2024,,Paused,1,
SUB000726,CUST00726,Basic,Monthly,149,05-12-2023,,Active,1,
SUB000727,CUST00727,Family,Quarterly,1347.3,24-05-2022,31-10-2023,Cancelled,1,Switching to Competitor
SUB000728,CUST00728,Standard,Quarterly,807.3,26-12-2022,,Active,0,
SUB000729,CUST00729,Standard,Monthly,299,11-10-2022,,Paused,1,
SUB000730,CUST00730,Standard,Annual,2990,08-09-2023,31-12-2024,Cancelled,1,Technical Issues
SUB000731,CUST00731,Premium,Quarterly,1752.3,18-05-2024,31-12-2024,Cancelled,1,Found Free Alternative
SUB000732,CUST00732,Standard,Quarterly,807.3,14-09-2023,,Active,1,
SUB000733,CUST00733,Basic,Annual,1490,30-10-2022,03-05-2024,Cancelled,1,
SUB000734,CUST00734,Standard,Annual,2990,31-01-2023,,Active,0,
SUB000735,CUST00735,Basic,Annual,1490,14-03-2022,,Active,0,
SUB000736,CUST00736,Standard,Annual,2990,16-05-2022,31-12-2024,Cancelled,1,Found Free Alternative
SUB000737,CUST00737,Family,Annual,4990,14-07-2023,31-12-2024,Cancelled,0,Technical Issues
SUB000738,CUST00738,Standard,Monthly,299,25-08-2023,,Paused,0,
SUB000739,CUST00739,Basic,Monthly,149,10-02-2022,,Active,1,
SUB000740,CUST00740,Basic,Annual,1490,06-10-2023,29-11-2024,Cancelled,1,Too Expensive
SUB000741,CUST00741,Premium,Annual,6490,26-03-2022,31-12-2024,Cancelled,1,Too Expensive
SUB000742,CUST00742,Basic,Quarterly,402.3,06-06-2022,15-05-2023,Cancelled,1,Temporary Pause
SUB000743,CUST00743,Premium,Quarterly,1752.3,08-06-2023,,Active,0,
SUB000744,CUST00744,Premium,Monthly,649,05-02-2023,14-07-2023,Cancelled,0,Poor Streaming Quality
SUB000745,CUST00745,Basic,Annual,1490,18-01-2024,,Active,1,
SUB000746,CUST00746,Premium,Quarterly,1752.3,21-03-2023,31-12-2024,Cancelled,1,Found Free Alternative
SUB000747,CUST00747,Standard,Annual,2990,26-02-2022,31-12-2024,Cancelled,1,Technical Issues
SUB000748,CUST00748,Basic,Annual,1490,26-12-2023,,Paused,1,
SUB000749,CUST00749,Standard,Monthly,299,22-12-2022,,Active,1,
SUB000750,CUST00750,Basic,Annual,1490,20-06-2022,,Active,1,
SUB000751,CUST00751,Basic,Quarterly,402.3,21-01-2024,,Active,0,
SUB000752,CUST00752,Premium,Quarterly,1752.3,06-10-2022,29-01-2023,Cancelled,1,Technical Issues
SUB000753,CUST00753,Standard,Quarterly,807.3,05-10-2023,,Active,1,
SUB000754,CUST00754,Basic,Annual,1490,04-01-2023,,Active,0,
SUB000755,CUST00755,Basic,Quarterly,402.3,12-01-2023,,Active,1,
SUB000756,CUST00756,Standard,Quarterly,807.3,22-11-2023,,Active,1,
SUB000757,CUST00757,Premium,Quarterly,1752.3,03-01-2022,,Active,1,
SUB000758,CUST00758,Basic,Annual,1490,29-04-2023,,Paused,1,
SUB000759,CUST00759,Basic,Monthly,149,28-05-2024,,Paused,0,
SUB000760,CUST00760,Standard,Annual,2990,18-08-2022,31-12-2024,Cancelled,0,
SUB000761,CUST00761,Standard,Annual,2990,05-10-2022,,Active,1,
SUB000762,CUST00762,Standard,Monthly,299,30-05-2023,,Active,1,
SUB000763,CUST00763,Standard,Monthly,299,17-02-2022,09-07-2022,Cancelled,1,Too Expensive
SUB000764,CUST00764,Premium,Quarterly,1752.3,03-03-2024,31-12-2024,Cancelled,1,Switching to Competitor
SUB000765,CUST00765,Premium,Annual,6490,13-04-2023,,Active,1,
SUB000766,CUST00766,Basic,Quarterly,402.3,01-08-2023,,Active,0,
SUB000767,CUST00767,Standard,Quarterly,807.3,13-01-2023,,Active,1,
SUB000768,CUST00768,Basic,Annual,1490,18-02-2024,31-12-2024,Cancelled,0,Found Free Alternative
SUB000769,CUST00769,Standard,Quarterly,807.3,25-01-2022,,Active,1,
SUB000770,CUST00770,Family,Annual,4990,10-12-2022,,Active,1,
SUB000771,CUST00771,Standard,Quarterly,807.3,17-04-2022,15-09-2023,Cancelled,1,Switching to Competitor
SUB000772,CUST00772,Standard,Monthly,299,19-05-2023,05-08-2023,Cancelled,1,Content Not Relevant
SUB000773,CUST00773,Standard,Quarterly,807.3,06-04-2022,27-10-2023,Cancelled,0,Switching to Competitor
SUB000774,CUST00774,Basic,Annual,1490,19-12-2023,,Active,1,
SUB000775,CUST00775,Standard,Monthly,299,18-08-2023,14-04-2024,Cancelled,1,Temporary Pause
SUB000776,CUST00776,Standard,Quarterly,807.3,18-03-2022,,Active,1,
SUB000777,CUST00777,Standard,Monthly,299,10-11-2023,,Active,1,
SUB000778,CUST00778,Basic,Monthly,149,21-05-2024,31-10-2024,Cancelled,0,Poor Streaming Quality
SUB000779,CUST00779,Standard,Annual,2990,22-11-2022,,Paused,1,
SUB000780,CUST00780,Basic,Monthly,149,27-07-2022,,Active,0,
SUB000781,CUST00781,Basic,Monthly,149,19-04-2022,,Active,1,
SUB000782,CUST00782,Basic,Monthly,149,21-02-2023,15-10-2023,Cancelled,1,Poor Streaming Quality
SUB000783,CUST00783,Standard,Quarterly,807.3,08-04-2023,04-11-2023,Cancelled,1,Poor Streaming Quality
SUB000784,CUST00784,Standard,Quarterly,807.3,03-04-2022,,Active,1,
SUB000785,CUST00785,Premium,Quarterly,1752.3,11-02-2022,,Active,1,
SUB000786,CUST00786,Family,Quarterly,1347.3,30-12-2023,,Paused,0,
SUB000787,CUST00787,Standard,Annual,2990,20-02-2022,,Active,0,
SUB000788,CUST00788,Premium,Annual,6490,19-02-2023,01-06-2024,Cancelled,1,
SUB000789,CUST00789,Premium,Quarterly,1752.3,13-09-2022,,Active,0,
SUB000790,CUST00790,Standard,Monthly,299,05-05-2022,,Active,0,
SUB000791,CUST00791,Family,Monthly,499,22-07-2022,,Active,1,
SUB000792,CUST00792,Standard,Quarterly,807.3,20-08-2023,29-11-2024,Cancelled,1,Too Expensive
SUB000793,CUST00793,Standard,Monthly,299,08-03-2022,,Paused,1,
SUB000794,CUST00794,Basic,Annual,1490,17-05-2024,,Active,0,
SUB000795,CUST00795,Basic,Annual,1490,21-02-2022,,Paused,0,
SUB000796,CUST00796,Standard,Quarterly,807.3,24-05-2023,31-12-2024,Cancelled,1,Too Expensive
SUB000797,CUST00797,Standard,Annual,2990,26-06-2022,,Active,0,
SUB000798,CUST00798,Premium,Monthly,649,14-10-2022,13-12-2022,Cancelled,1,
SUB000799,CUST00799,Standard,Monthly,299,27-09-2023,14-03-2024,Cancelled,1,Technical Issues
SUB000800,CUST00800,Standard,Annual,2990,26-05-2023,31-12-2024,Cancelled,0,Switching to Competitor
SUB000801,CUST00801,Family,Annual,4990,31-03-2022,,Active,0,
SUB000802,CUST00802,Basic,Annual,1490,24-07-2022,,Active,1,
SUB000803,CUST00803,Basic,Annual,1490,24-03-2024,31-12-2024,Cancelled,1,Switching to Competitor
SUB000804,CUST00804,Standard,Quarterly,807.3,07-05-2023,,Paused,1,
SUB000805,CUST00805,Standard,Monthly,299,30-05-2023,19-11-2023,Cancelled,1,Content Not Relevant
SUB000806,CUST00806,Standard,Annual,2990,27-01-2022,,Active,0,
SUB000807,CUST00807,Family,Monthly,499,10-04-2024,02-06-2024,Cancelled,1,Content Not Relevant
SUB000808,CUST00808,Basic,Annual,1490,02-01-2023,,Active,1,
SUB000809,CUST00809,Premium,Monthly,649,11-09-2022,,Paused,1,
SUB000810,CUST00810,Premium,Monthly,649,15-04-2024,05-11-2024,Cancelled,0,Technical Issues
SUB000811,CUST00811,Premium,Annual,6490,30-12-2022,04-08-2024,Cancelled,1,Temporary Pause
SUB000812,CUST00812,Basic,Monthly,149,22-11-2022,,Paused,1,
SUB000813,CUST00813,Premium,Quarterly,1752.3,05-08-2023,,Active,1,
SUB000814,CUST00814,Basic,Quarterly,402.3,06-05-2024,31-12-2024,Cancelled,1,Found Free Alternative
SUB000815,CUST00815,Standard,Annual,2990,18-05-2023,,Active,1,
SUB000816,CUST00816,Family,Annual,4990,09-09-2023,,Active,0,
SUB000817,CUST00817,Standard,Annual,2990,01-01-2022,,Active,1,
SUB000818,CUST00818,Standard,Annual,2990,15-12-2022,,Active,1,
SUB000819,CUST00819,Standard,Monthly,299,01-06-2022,28-10-2022,Cancelled,1,Too Expensive
SUB000820,CUST00820,Family,Annual,4990,31-05-2024,,Active,1,
SUB000821,CUST00821,Basic,Annual,1490,24-08-2023,31-12-2024,Cancelled,1,Too Expensive
SUB000822,CUST00822,Standard,Monthly,299,20-05-2022,,Active,1,
SUB000823,CUST00823,Standard,Quarterly,807.3,27-10-2023,06-05-2024,Cancelled,1,Found Free Alternative
SUB000824,CUST00824,Standard,Quarterly,807.3,12-12-2023,,Active,1,
SUB000825,CUST00825,Premium,Quarterly,1752.3,14-04-2024,,Paused,0,
SUB000826,CUST00826,Standard,Monthly,299,11-05-2022,13-09-2022,Cancelled,0,Found Free Alternative
SUB000827,CUST00827,Standard,Quarterly,807.3,05-02-2023,31-12-2023,Cancelled,0,Content Not Relevant
SUB000828,CUST00828,Standard,Quarterly,807.3,22-11-2022,,Paused,0,
SUB000829,CUST00829,Basic,Annual,1490,17-04-2022,31-12-2024,Cancelled,0,Technical Issues
SUB000830,CUST00830,Family,Annual,4990,01-09-2022,,Active,0,
SUB000831,CUST00831,Standard,Monthly,299,21-04-2024,,Active,1,
SUB000832,CUST00832,Premium,Quarterly,1752.3,29-09-2022,,Paused,1,
SUB000833,CUST00833,Standard,Monthly,299,25-12-2022,,Active,1,
SUB000834,CUST00834,Basic,Monthly,149,19-02-2022,,Paused,1,
SUB000835,CUST00835,Premium,Monthly,649,20-06-2022,,Active,1,
SUB000836,CUST00836,Standard,Quarterly,807.3,14-07-2023,31-12-2024,Cancelled,0,Poor Streaming Quality
SUB000837,CUST00837,Standard,Quarterly,807.3,29-10-2023,,Paused,0,
SUB000838,CUST00838,Basic,Monthly,149,29-03-2024,,Active,1,
SUB000839,CUST00839,Standard,Quarterly,807.3,25-09-2022,,Paused,0,
SUB000840,CUST00840,Standard,Monthly,299,28-06-2024,31-12-2024,Cancelled,0,Too Expensive
SUB000841,CUST00841,Basic,Annual,1490,15-07-2023,31-12-2024,Cancelled,1,Found Free Alternative
SUB000842,CUST00842,Standard,Monthly,299,10-05-2023,,Paused,1,
SUB000843,CUST00843,Standard,Monthly,299,14-09-2023,,Active,1,
SUB000844,CUST00844,Standard,Monthly,299,06-12-2022,21-06-2023,Cancelled,1,Poor Streaming Quality
SUB000845,CUST00845,Basic,Quarterly,402.3,10-01-2024,,Paused,1,
SUB000846,CUST00846,Basic,Quarterly,402.3,01-11-2022,12-03-2024,Cancelled,0,Content Not Relevant
SUB000847,CUST00847,Standard,Monthly,299,09-08-2023,13-03-2024,Cancelled,1,Poor Streaming Quality
SUB000848,CUST00848,Premium,Monthly,649,05-01-2023,08-03-2023,Cancelled,0,Poor Streaming Quality
SUB000849,CUST00849,Standard,Monthly,299,23-04-2024,,Paused,1,
SUB000850,CUST00850,Premium,Quarterly,1752.3,10-04-2022,,Active,0,
SUB000851,CUST00851,Premium,Quarterly,1752.3,25-03-2022,,Paused,0,
SUB000852,CUST00852,Standard,Annual,2990,28-04-2023,,Active,1,
SUB000853,CUST00853,Family,Annual,4990,01-02-2023,,Active,1,
SUB000854,CUST00854,Basic,Annual,1490,11-07-2022,,Active,0,
SUB000855,CUST00855,Premium,Annual,6490,22-04-2023,,Paused,1,
SUB000856,CUST00856,Standard,Monthly,299,05-03-2022,07-08-2022,Cancelled,1,Found Free Alternative
SUB000857,CUST00857,Basic,Annual,1490,07-04-2024,,Active,1,
SUB000858,CUST00858,Standard,Quarterly,807.3,21-07-2023,,Active,0,
SUB000859,CUST00859,Basic,Quarterly,402.3,03-07-2023,,Active,1,
SUB000860,CUST00860,Standard,Annual,2990,03-11-2022,31-12-2024,Cancelled,1,Too Expensive
SUB000861,CUST00861,Standard,Quarterly,807.3,30-05-2023,22-11-2023,Cancelled,0,Content Not Relevant
SUB000862,CUST00862,Basic,Monthly,149,31-05-2022,,Paused,1,
SUB000863,CUST00863,Standard,Quarterly,807.3,05-08-2022,,Active,0,
SUB000864,CUST00864,Premium,Annual,6490,22-03-2022,,Active,1,
SUB000865,CUST00865,Standard,Monthly,299,04-05-2024,,Active,1,
SUB000866,CUST00866,Standard,Annual,2990,31-03-2022,31-12-2024,Cancelled,1,Poor Streaming Quality
SUB000867,CUST00867,Basic,Annual,1490,30-11-2022,19-10-2024,Cancelled,1,Content Not Relevant
SUB000868,CUST00868,Premium,Annual,6490,16-03-2024,31-12-2024,Cancelled,0,Technical Issues
SUB000869,CUST00869,Standard,Monthly,299,26-04-2022,,Paused,1,
SUB000870,CUST00870,Premium,Quarterly,1752.3,26-08-2023,01-06-2024,Cancelled,1,Too Expensive
SUB000871,CUST00871,Standard,Monthly,299,09-03-2024,,Active,1,
SUB000872,CUST00872,Standard,Monthly,299,17-06-2024,,Active,1,
SUB000873,CUST00873,Basic,Annual,1490,09-08-2023,,Active,1,
SUB000874,CUST00874,Basic,Monthly,149,10-10-2022,,Active,1,
SUB000875,CUST00875,Standard,Annual,2990,29-11-2023,,Paused,0,
SUB000876,CUST00876,Standard,Annual,2990,09-12-2023,31-12-2024,Cancelled,1,Too Expensive
SUB000877,CUST00877,Standard,Quarterly,807.3,03-10-2022,31-03-2024,Cancelled,1,
SUB000878,CUST00878,Premium,Quarterly,1752.3,15-11-2022,06-08-2023,Cancelled,0,Poor Streaming Quality
SUB000879,CUST00879,Basic,Monthly,149,08-06-2024,,Active,0,
SUB000880,CUST00880,Standard,Quarterly,807.3,03-03-2024,31-12-2024,Cancelled,1,Temporary Pause
SUB000881,CUST00881,Basic,Quarterly,402.3,12-09-2023,,Paused,1,
SUB000882,CUST00882,Basic,Annual,1490,05-08-2022,31-12-2024,Cancelled,0,Poor Streaming Quality
SUB000883,CUST00883,Standard,Monthly,299,20-04-2024,,Active,0,
SUB000884,CUST00884,Premium,Monthly,649,15-11-2022,,Active,1,
SUB000885,CUST00885,Standard,Monthly,299,19-06-2024,12-09-2024,Cancelled,1,Content Not Relevant
SUB000886,CUST00886,Standard,Monthly,299,15-06-2024,,Paused,0,
SUB000887,CUST00887,Standard,Monthly,299,13-04-2023,,Active,1,
SUB000888,CUST00888,Premium,Annual,6490,08-10-2022,31-12-2024,Cancelled,0,Poor Streaming Quality
SUB000889,CUST00889,Basic,Quarterly,402.3,13-10-2023,,Paused,1,
SUB000890,CUST00890,Premium,Quarterly,1752.3,16-05-2023,11-02-2024,Cancelled,1,Temporary Pause
SUB000891,CUST00891,Basic,Quarterly,402.3,24-08-2023,,Active,0,
SUB000892,CUST00892,Family,Quarterly,1347.3,07-05-2024,,Paused,1,
SUB000893,CUST00893,Standard,Annual,2990,31-01-2023,31-12-2024,Cancelled,1,Content Not Relevant
SUB000894,CUST00894,Standard,Annual,2990,27-05-2024,,Active,1,
SUB000895,CUST00895,Standard,Monthly,299,03-10-2022,,Paused,0,
SUB000896,CUST00896,Basic,Quarterly,402.3,04-06-2024,31-12-2024,Cancelled,0,Poor Streaming Quality
SUB000897,CUST00897,Standard,Monthly,299,08-09-2023,,Active,1,
SUB000898,CUST00898,Standard,Monthly,299,04-04-2024,02-11-2024,Cancelled,1,Found Free Alternative
SUB000899,CUST00899,Basic,Monthly,149,22-05-2024,,Active,0,
SUB000900,CUST00900,Standard,Monthly,299,23-04-2023,,Paused,1,
SUB000901,CUST00901,Premium,Quarterly,1752.3,22-08-2023,,Active,0,
SUB000902,CUST00902,Premium,Monthly,649,29-07-2023,28-02-2024,Cancelled,1,Too Expensive
SUB000903,CUST00903,Premium,Annual,6490,02-11-2022,,Paused,1,
SUB000904,CUST00904,Basic,Quarterly,402.3,11-10-2022,,Active,0,
SUB000905,CUST00905,Premium,Annual,6490,03-11-2023,,Active,1,
SUB000906,CUST00906,Standard,Annual,2990,14-06-2023,31-12-2024,Cancelled,0,Too Expensive
SUB000907,CUST00907,Standard,Annual,2990,08-11-2023,,Paused,1,
SUB000908,CUST00908,Premium,Monthly,649,03-11-2023,08-02-2024,Cancelled,0,Content Not Relevant
SUB000909,CUST00909,Premium,Quarterly,1752.3,19-02-2023,,Active,1,
SUB000910,CUST00910,Family,Quarterly,1347.3,15-04-2024,21-10-2024,Cancelled,1,Content Not Relevant
SUB000911,CUST00911,Standard,Annual,2990,04-12-2023,,Active,1,
SUB000912,CUST00912,Standard,Annual,2990,04-06-2023,,Paused,0,
SUB000913,CUST00913,Basic,Quarterly,402.3,05-07-2022,,Active,1,
SUB000914,CUST00914,Standard,Monthly,299,29-01-2024,01-06-2024,Cancelled,0,Found Free Alternative
SUB000915,CUST00915,Premium,Quarterly,1752.3,02-11-2023,,Active,0,
SUB000916,CUST00916,Standard,Quarterly,807.3,02-02-2024,,Active,1,
SUB000917,CUST00917,Premium,Annual,6490,24-09-2022,31-12-2024,Cancelled,1,Poor Streaming Quality
SUB000918,CUST00918,Basic,Monthly,149,27-04-2023,20-07-2023,Cancelled,0,Temporary Pause
SUB000919,CUST00919,Basic,Monthly,149,14-03-2022,14-10-2022,Cancelled,0,Poor Streaming Quality
SUB000920,CUST00920,Standard,Monthly,299,07-06-2024,,Active,0,
SUB000921,CUST00921,Premium,Quarterly,1752.3,25-02-2022,,Paused,1,
SUB000922,CUST00922,Standard,Annual,2990,24-02-2023,,Paused,1,
SUB000923,CUST00923,Basic,Monthly,149,02-06-2024,19-09-2024,Cancelled,1,Technical Issues
SUB000924,CUST00924,Basic,Annual,1490,09-10-2023,,Active,0,
SUB000925,CUST00925,Basic,Quarterly,402.3,05-01-2022,,Active,0,
SUB000926,CUST00926,Premium,Annual,6490,14-08-2023,,Active,1,
SUB000927,CUST00927,Standard,Quarterly,807.3,22-09-2023,,Active,0,
SUB000928,CUST00928,Basic,Annual,1490,04-05-2023,,Active,1,
SUB000929,CUST00929,Standard,Annual,2990,24-07-2022,31-12-2024,Cancelled,0,Switching to Competitor
SUB000930,CUST00930,Standard,Annual,2990,15-07-2022,,Active,0,
SUB000931,CUST00931,Premium,Monthly,649,20-08-2022,21-02-2023,Cancelled,1,Temporary Pause
SUB000932,CUST00932,Basic,Monthly,149,28-01-2023,,Active,1,
SUB000933,CUST00933,Standard,Monthly,299,08-03-2022,08-06-2022,Cancelled,0,
SUB000934,CUST00934,Standard,Annual,2990,16-01-2024,,Active,1,
SUB000935,CUST00935,Premium,Monthly,649,21-03-2023,19-05-2023,Cancelled,1,Content Not Relevant
SUB000936,CUST00936,Standard,Monthly,299,08-02-2024,,Active,0,
SUB000937,CUST00937,Standard,Annual,2990,22-08-2022,31-12-2024,Cancelled,1,
SUB000938,CUST00938,Premium,Monthly,649,27-08-2023,,Paused,1,
SUB000939,CUST00939,Basic,Quarterly,402.3,30-12-2023,,Paused,0,
SUB000940,CUST00940,Basic,Annual,1490,29-02-2024,,Active,0,
SUB000941,CUST00941,Basic,Annual,1490,19-02-2022,31-12-2024,Cancelled,0,Temporary Pause
SUB000942,CUST00942,Standard,Monthly,299,19-02-2022,,Active,1,
SUB000943,CUST00943,Basic,Annual,1490,07-05-2022,,Active,1,
SUB000944,CUST00944,Basic,Quarterly,402.3,30-07-2022,,Active,1,
SUB000945,CUST00945,Standard,Annual,2990,09-11-2023,,Active,1,
SUB000946,CUST00946,Premium,Monthly,649,13-09-2023,18-02-2024,Cancelled,1,Found Free Alternative
SUB000947,CUST00947,Premium,Quarterly,1752.3,07-01-2024,31-12-2024,Cancelled,0,Technical Issues
SUB000948,CUST00948,Standard,Monthly,299,14-03-2024,01-06-2024,Cancelled,1,Switching to Competitor
SUB000949,CUST00949,Premium,Annual,6490,24-07-2022,,Active,0,
SUB000950,CUST00950,Family,Annual,4990,22-12-2023,,Paused,0,
SUB000951,CUST00951,Basic,Quarterly,402.3,16-07-2023,,Active,1,
SUB000952,CUST00952,Basic,Quarterly,402.3,05-12-2022,,Active,1,
SUB000953,CUST00953,Standard,Annual,2990,24-04-2022,,Paused,1,
