view_id,customer_id,subscription_id,watch_date,genre,platform,duration_mins,content_type,completed
VIEW0027265,CUST01002,SUB001002,18-12-2023,Romance,Mobile,57,Short,1
VIEW0027266,CUST01002,SUB001002,25-02-2024,Sci-Fi,Web,114,Series,1
VIEW0027267,CUST01002,SUB001002,31-05-2024,Sci-Fi,Smart TV,164,Short,1
VIEW0027268,CUST01002,SUB001002,10-05-2024,Comedy,Smart TV,174,Short,1
VIEW0027269,CUST01002,SUB001002,24-04-2024,Documentary,Tablet,43,Series,0
VIEW0027270,CUST01002,SUB001002,27-05-2024,Thriller,Tablet,130,Short,1
VIEW0027271,CUST01002,SUB001002,23-11-2024,Horror,Tablet,77,Documentary,0
VIEW0027272,CUST01002,SUB001002,23-06-2024,Romance,Smart TV,147,Movie,0
VIEW0027273,CUST01002,SUB001002,06-10-2024,Action,Mobile,26,Short,1
VIEW0027274,CUST01002,SUB001002,23-07-2024,Documentary,Smart TV,169,Short,1
VIEW0027275,CUST01002,SUB001002,18-01-2024,Thriller,Mobile,7,Series,1
VIEW0027276,CUST01002,SUB001002,03-12-2024,Sci-Fi,Web,24,Documentary,0
VIEW0027277,CUST01002,SUB001002,10-03-2024,Action,Web,162,Short,1
VIEW0027278,CUST01002,SUB001002,28-11-2024,Documentary,Tablet,180,Series,0
VIEW0027279,CUST01002,SUB001002,27-08-2024,Sci-Fi,Mobile,38,Documentary,1
VIEW0027280,CUST01002,SUB001002,13-08-2024,Sci-Fi,Smart TV,13,Series,1
VIEW0027281,CUST01002,SUB001002,16-04-2024,Documentary,Tablet,84,Short,1
VIEW0027282,CUST01002,SUB001002,28-11-2024,Thriller,Smart TV,69,Short,0
VIEW0027283,CUST01002,SUB001002,22-09-2024,Sci-Fi,Mobile,63,Series,0
VIEW0027284,CUST01002,SUB001002,15-05-2024,Drama,Tablet,7,Movie,0
VIEW0027285,CUST01002,SUB001002,17-02-2024,Action,Tablet,138,Documentary,1
VIEW0027286,CUST01002,SUB001002,20-09-2024,Comedy,Smart TV,155,Movie,0
VIEW0027287,CUST01002,SUB001002,28-12-2024,Thriller,Web,98,Series,0
VIEW0027288,CUST01002,SUB001002,21-03-2024,Comedy,Smart TV,84,Documentary,1
VIEW0027289,CUST01002,SUB001002,21-12-2023,Drama,Tablet,152,Movie,1
VIEW0027290,CUST01002,SUB001002,01-11-2024,Comedy,Mobile,76,Series,1
VIEW0027291,CUST01002,SUB001002,08-01-2024,Documentary,Smart TV,43,Series,1
VIEW0027292,CUST01002,SUB001002,20-12-2024,Action,Web,142,Series,1
VIEW0027293,CUST01002,SUB001002,31-12-2024,Documentary,Web,158,Short,1
VIEW0027294,CUST01002,SUB001002,05-01-2024,Thriller,Mobile,116,Short,0
VIEW0027295,CUST01002,SUB001002,28-12-2023,Action,Mobile,34,Documentary,1
VIEW0027296,CUST01002,SUB001002,28-01-2024,Romance,Tablet,86,Movie,0
VIEW0027297,CUST01002,SUB001002,07-02-2024,Thriller,Tablet,96,Movie,1
VIEW0027298,CUST01002,SUB001002,11-02-2024,Comedy,Smart TV,173,Movie,0
VIEW0027299,CUST01002,SUB001002,11-05-2024,Documentary,Smart TV,48,Short,1
VIEW0027300,CUST01002,SUB001002,21-05-2024,Sci-Fi,Web,39,Short,1
VIEW0027301,CUST01002,SUB001002,04-12-2024,Action,Web,146,Movie,1
VIEW0027302,CUST01002,SUB001002,24-11-2024,Romance,Web,79,Documentary,0
VIEW0027303,CUST01002,SUB001002,20-11-2024,Thriller,Tablet,102,Documentary,1
VIEW0027304,CUST01002,SUB001002,10-06-2024,Drama,Tablet,51,Documentary,1
VIEW0027305,CUST01002,SUB001002,16-04-2024,Romance,Smart TV,95,Short,1
VIEW0027306,CUST01002,SUB001002,15-06-2024,Thriller,Mobile,147,Movie,1
VIEW0027307,CUST01002,SUB001002,16-11-2024,Sci-Fi,Mobile,23,Movie,1
VIEW0027308,CUST01002,SUB001002,01-09-2024,Drama,Smart TV,145,Movie,1
VIEW0027309,CUST01002,SUB001002,24-08-2024,Comedy,Tablet,131,Short,0
VIEW0027310,CUST01002,SUB001002,13-03-2024,Action,Web,157,Movie,1
VIEW0027311,CUST01002,SUB001002,03-12-2024,Horror,Tablet,55,Series,1
VIEW0027312,CUST01002,SUB001002,27-11-2024,Romance,Mobile,174,Documentary,1
VIEW0027313,CUST01002,SUB001002,14-12-2024,Comedy,Smart TV,174,Movie,1
VIEW0027314,CUST01002,SUB001002,07-10-2024,Horror,Tablet,100,Short,0
VIEW0027315,CUST01002,SUB001002,16-05-2024,Drama,Tablet,17,Short,0
VIEW0027316,CUST01002,SUB001002,15-07-2024,Action,Smart TV,6,Series,0
VIEW0027317,CUST01002,SUB001002,21-12-2023,Documentary,Web,89,Documentary,1
VIEW0027318,CUST01002,SUB001002,24-11-2024,Sci-Fi,Mobile,144,Documentary,1
VIEW0027319,CUST01002,SUB001002,13-05-2024,Action,Web,126,Documentary,1
VIEW0027320,CUST01002,SUB001002,18-09-2024,Romance,Web,48,Series,1
VIEW0027321,CUST01002,SUB001002,25-07-2024,Horror,Mobile,121,Short,0
VIEW0027322,CUST01002,SUB001002,12-09-2024,Drama,Smart TV,44,Series,1
VIEW0027323,CUST01002,SUB001002,19-07-2024,Romance,Mobile,180,Movie,1
VIEW0027324,CUST01002,SUB001002,27-09-2024,Action,Smart TV,62,Series,1
VIEW0027325,CUST01002,SUB001002,25-10-2024,Romance,Mobile,115,Short,0
VIEW0027326,CUST01003,SUB001003,12-09-2024,Action,Tablet,49,Series,0
VIEW0027327,CUST01003,SUB001003,05-09-2024,Comedy,Tablet,81,Movie,0
VIEW0027328,CUST01003,SUB001003,10-08-2024,Action,Smart TV,55,Documentary,1
VIEW0027329,CUST01003,SUB001003,15-07-2024,Horror,Web,90,Documentary,1
VIEW0027330,CUST01003,SUB001003,13-07-2024,Documentary,Tablet,112,Documentary,0
VIEW0027331,CUST01003,SUB001003,26-10-2024,Drama,Smart TV,167,Movie,1
VIEW0027332,CUST01003,SUB001003,22-09-2024,Thriller,Web,161,Short,1
VIEW0027333,CUST01003,SUB001003,23-12-2024,Sci-Fi,Smart TV,14,Short,0
VIEW0027334,CUST01003,SUB001003,19-06-2024,Horror,Smart TV,125,Series,0
VIEW0027335,CUST01004,SUB001004,03-11-2023,Romance,Tablet,53,Movie,0
VIEW0027336,CUST01004,SUB001004,26-08-2022,Drama,Mobile,33,Series,0
VIEW0027337,CUST01004,SUB001004,22-06-2023,Horror,Mobile,169,Series,0
VIEW0027338,CUST01004,SUB001004,28-04-2023,Comedy,Tablet,127,Movie,1
VIEW0027339,CUST01004,SUB001004,10-01-2024,Drama,Mobile,118,Movie,1
VIEW0027340,CUST01004,SUB001004,11-11-2023,Romance,Smart TV,137,Short,0
VIEW0027341,CUST01004,SUB001004,01-07-2023,Comedy,Smart TV,117,Movie,1
VIEW0027342,CUST01004,SUB001004,22-04-2023,Thriller,Web,119,Short,0
VIEW0027343,CUST01004,SUB001004,17-09-2024,Horror,Mobile,90,Short,0
VIEW0027344,CUST01004,SUB001004,04-04-2024,Action,Web,173,Series,1
VIEW0027345,CUST01004,SUB001004,01-04-2023,Drama,Web,22,Movie,0
VIEW0027346,CUST01004,SUB001004,07-08-2024,Action,Smart TV,100,Movie,0
VIEW0027347,CUST01004,SUB001004,01-09-2024,Thriller,Tablet,45,Series,1
VIEW0027348,CUST01004,SUB001004,06-10-2023,Documentary,Web,165,Movie,0
VIEW0027349,CUST01004,SUB001004,14-12-2024,Documentary,Tablet,106,Short,0
VIEW0027350,CUST01004,SUB001004,02-01-2024,Documentary,Smart TV,163,Series,0
VIEW0027351,CUST01004,SUB001004,21-02-2023,Sci-Fi,Tablet,103,Short,1
VIEW0027352,CUST01004,SUB001004,01-03-2023,Horror,Smart TV,92,Documentary,1
VIEW0027353,CUST01004,SUB001004,14-01-2024,Romance,Mobile,90,Documentary,1
VIEW0027354,CUST01004,SUB001004,29-03-2024,Sci-Fi,Tablet,180,Documentary,1
VIEW0027355,CUST01004,SUB001004,14-04-2024,Comedy,Tablet,127,Short,1
VIEW0027356,CUST01004,SUB001004,06-03-2023,Comedy,Smart TV,11,Documentary,0
VIEW0027357,CUST01004,SUB001004,04-03-2024,Documentary,Tablet,97,Movie,1
VIEW0027358,CUST01004,SUB001004,20-07-2023,Comedy,Mobile,37,Series,0
VIEW0027359,CUST01004,SUB001004,01-09-2023,Drama,Web,73,Movie,0
VIEW0027360,CUST01004,SUB001004,26-11-2024,Sci-Fi,Smart TV,87,Series,1
VIEW0027361,CUST01004,SUB001004,15-05-2024,Romance,Smart TV,126,Movie,0
VIEW0027362,CUST01004,SUB001004,07-07-2024,Sci-Fi,Smart TV,149,Series,1
VIEW0027363,CUST01004,SUB001004,29-06-2024,Documentary,Smart TV,21,Short,1
VIEW0027364,CUST01004,SUB001004,08-07-2024,Documentary,Smart TV,119,Documentary,1
VIEW0027365,CUST01004,SUB001004,29-03-2023,Thriller,Smart TV,70,Short,1
VIEW0027366,CUST01004,SUB001004,07-01-2023,Romance,Web,37,Short,0
VIEW0027367,CUST01004,SUB001004,28-10-2023,Comedy,Tablet,89,Series,1
VIEW0027368,CUST01004,SUB001004,25-04-2023,Documentary,Web,80,Series,1
VIEW0027369,CUST01004,SUB001004,04-01-2024,Romance,Tablet,75,Documentary,1
VIEW0027370,CUST01004,SUB001004,28-08-2023,Comedy,Tablet,21,Movie,0
VIEW0027371,CUST01004,SUB001004,19-06-2024,Documentary,Tablet,118,Series,0
VIEW0027372,CUST01004,SUB001004,05-03-2024,Horror,Tablet,46,Series,1
VIEW0027373,CUST01004,SUB001004,15-01-2024,Sci-Fi,Mobile,93,Series,1
VIEW0027374,CUST01004,SUB001004,04-11-2024,Sci-Fi,Smart TV,144,Series,0
VIEW0027375,CUST01004,SUB001004,10-12-2023,Documentary,Tablet,89,Documentary,0
VIEW0027376,CUST01004,SUB001004,25-05-2023,Horror,Tablet,71,Series,1
VIEW0027377,CUST01004,SUB001004,16-02-2023,Comedy,Web,29,Series,1
VIEW0027378,CUST01004,SUB001004,23-04-2023,Horror,Mobile,134,Documentary,1
VIEW0027379,CUST01004,SUB001004,05-12-2024,Action,Smart TV,145,Series,1
VIEW0027380,CUST01004,SUB001004,03-06-2023,Documentary,Tablet,79,Documentary,1
VIEW0027381,CUST01004,SUB001004,13-12-2022,Action,Mobile,142,Series,0
VIEW0027382,CUST01005,SUB001005,03-04-2024,Horror,Tablet,45,Short,0
VIEW0027383,CUST01005,SUB001005,10-01-2024,Sci-Fi,Web,54,Series,0
VIEW0027384,CUST01005,SUB001005,30-01-2024,Romance,Mobile,46,Documentary,1
VIEW0027385,CUST01005,SUB001005,08-02-2024,Comedy,Mobile,82,Movie,1
VIEW0027386,CUST01005,SUB001005,02-06-2024,Romance,Tablet,65,Series,1
VIEW0027387,CUST01005,SUB001005,06-06-2024,Drama,Mobile,104,Movie,1
VIEW0027388,CUST01005,SUB001005,18-11-2024,Documentary,Mobile,147,Documentary,1
VIEW0027389,CUST01005,SUB001005,07-12-2024,Action,Web,153,Movie,1
VIEW0027390,CUST01005,SUB001005,28-05-2024,Sci-Fi,Tablet,90,Series,1
VIEW0027391,CUST01005,SUB001005,26-11-2024,Drama,Mobile,59,Short,1
VIEW0027392,CUST01005,SUB001005,15-10-2024,Sci-Fi,Web,160,Documentary,1
VIEW0027393,CUST01005,SUB001005,09-12-2023,Romance,Smart TV,93,Movie,1
VIEW0027394,CUST01005,SUB001005,21-12-2024,Comedy,Smart TV,51,Short,0
VIEW0027395,CUST01005,SUB001005,12-12-2024,Romance,Tablet,46,Short,1
VIEW0027396,CUST01005,SUB001005,17-09-2024,Thriller,Web,67,Short,1
VIEW0027397,CUST01005,SUB001005,22-05-2024,Thriller,Smart TV,169,Movie,0
VIEW0027398,CUST01005,SUB001005,18-10-2024,Thriller,Tablet,36,Movie,0
VIEW0027399,CUST01005,SUB001005,09-06-2024,Horror,Mobile,137,Short,1
VIEW0027400,CUST01005,SUB001005,28-09-2024,Comedy,Smart TV,156,Series,1
VIEW0027401,CUST01005,SUB001005,29-10-2024,Documentary,Web,171,Movie,1
VIEW0027402,CUST01005,SUB001005,05-10-2024,Thriller,Mobile,77,Series,1
VIEW0027403,CUST01005,SUB001005,02-06-2024,Action,Smart TV,108,Series,1
VIEW0027404,CUST01005,SUB001005,14-01-2024,Comedy,Tablet,25,Short,1
VIEW0027405,CUST01005,SUB001005,21-09-2024,Thriller,Smart TV,150,Movie,1
VIEW0027406,CUST01005,SUB001005,11-02-2024,Horror,Smart TV,125,Documentary,0
VIEW0027407,CUST01005,SUB001005,28-06-2024,Romance,Web,11,Documentary,1
VIEW0027408,CUST01005,SUB001005,18-04-2024,Documentary,Tablet,100,Short,1
VIEW0027409,CUST01005,SUB001005,14-12-2023,Romance,Tablet,38,Documentary,1
VIEW0027410,CUST01005,SUB001005,11-11-2024,Comedy,Tablet,34,Movie,0
VIEW0027411,CUST01005,SUB001005,08-11-2024,Horror,Smart TV,38,Movie,0
VIEW0027412,CUST01005,SUB001005,26-06-2024,Drama,Smart TV,72,Series,1
VIEW0027413,CUST01007,SUB001007,27-10-2024,Horror,Web,86,Movie,1
VIEW0027414,CUST01007,SUB001007,13-04-2024,Documentary,Smart TV,22,Documentary,1
VIEW0027415,CUST01007,SUB001007,10-09-2024,Action,Smart TV,133,Series,1
VIEW0027416,CUST01007,SUB001007,02-11-2024,Romance,Tablet,7,Movie,1
VIEW0027417,CUST01007,SUB001007,26-11-2024,Drama,Smart TV,19,Documentary,1
VIEW0027418,CUST01007,SUB001007,25-11-2024,Romance,Web,48,Short,1
VIEW0027419,CUST01007,SUB001007,02-10-2024,Action,Tablet,50,Series,1
VIEW0027420,CUST01007,SUB001007,26-07-2024,Horror,Smart TV,111,Documentary,1
VIEW0027421,CUST01007,SUB001007,11-12-2024,Romance,Tablet,90,Documentary,0
VIEW0027422,CUST01007,SUB001007,10-03-2024,Horror,Smart TV,90,Series,1
VIEW0027423,CUST01007,SUB001007,05-12-2024,Drama,Mobile,131,Series,1
VIEW0027424,CUST01007,SUB001007,02-05-2024,Sci-Fi,Mobile,73,Movie,1
VIEW0027425,CUST01007,SUB001007,05-03-2024,Horror,Smart TV,111,Series,1
VIEW0027426,CUST01007,SUB001007,15-07-2024,Drama,Tablet,42,Series,1
VIEW0027427,CUST01007,SUB001007,10-06-2024,Sci-Fi,Web,91,Movie,1
VIEW0027428,CUST01007,SUB001007,29-03-2024,Documentary,Tablet,36,Short,1
VIEW0027429,CUST01007,SUB001007,27-06-2024,Romance,Smart TV,73,Documentary,0
VIEW0027430,CUST01007,SUB001007,28-07-2024,Horror,Smart TV,113,Movie,1
VIEW0027431,CUST01007,SUB001007,03-09-2024,Thriller,Smart TV,129,Movie,0
VIEW0027432,CUST01007,SUB001007,25-10-2024,Horror,Mobile,48,Documentary,0
VIEW0027433,CUST01007,SUB001007,30-03-2024,Thriller,Web,7,Documentary,1
VIEW0027434,CUST01007,SUB001007,27-12-2024,Sci-Fi,Smart TV,23,Documentary,1
VIEW0027435,CUST01007,SUB001007,23-12-2024,Documentary,Mobile,75,Documentary,1
VIEW0027436,CUST01008,SUB001008,27-11-2024,Comedy,Smart TV,24,Series,1
VIEW0027437,CUST01008,SUB001008,07-12-2024,Sci-Fi,Smart TV,21,Short,0
VIEW0027438,CUST01008,SUB001008,13-11-2024,Drama,Web,154,Series,1
VIEW0027439,CUST01008,SUB001008,26-09-2024,Comedy,Mobile,13,Movie,1
VIEW0027440,CUST01008,SUB001008,04-01-2024,Documentary,Smart TV,86,Short,1
VIEW0027441,CUST01008,SUB001008,10-11-2024,Romance,Tablet,65,Movie,1
VIEW0027442,CUST01008,SUB001008,11-03-2024,Thriller,Mobile,101,Movie,1
VIEW0027443,CUST01008,SUB001008,16-01-2024,Horror,Web,56,Movie,0
VIEW0027444,CUST01008,SUB001008,04-10-2024,Comedy,Tablet,111,Movie,1
VIEW0027445,CUST01008,SUB001008,12-11-2023,Documentary,Mobile,79,Short,0
VIEW0027446,CUST01008,SUB001008,04-07-2024,Drama,Mobile,22,Series,0
VIEW0027447,CUST01008,SUB001008,26-11-2023,Horror,Tablet,24,Movie,1
VIEW0027448,CUST01008,SUB001008,17-09-2024,Romance,Tablet,93,Series,0
VIEW0027449,CUST01008,SUB001008,19-07-2024,Thriller,Web,48,Documentary,0
VIEW0027450,CUST01008,SUB001008,15-07-2024,Romance,Mobile,97,Series,0
VIEW0027451,CUST01008,SUB001008,08-11-2024,Drama,Tablet,124,Series,0
VIEW0027452,CUST01008,SUB001008,15-01-2024,Drama,Tablet,32,Short,1
VIEW0027453,CUST01008,SUB001008,05-12-2024,Drama,Smart TV,67,Series,1
VIEW0027454,CUST01008,SUB001008,14-10-2024,Comedy,Tablet,96,Documentary,0
VIEW0027455,CUST01008,SUB001008,06-11-2023,Romance,Tablet,83,Movie,1
VIEW0027456,CUST01008,SUB001008,26-09-2024,Action,Tablet,166,Documentary,1
VIEW0027457,CUST01008,SUB001008,27-02-2024,Thriller,Mobile,5,Short,0
VIEW0027458,CUST01008,SUB001008,30-01-2024,Thriller,Mobile,168,Documentary,1
VIEW0027459,CUST01008,SUB001008,22-12-2024,Romance,Smart TV,160,Short,1
VIEW0027460,CUST01008,SUB001008,09-05-2024,Documentary,Web,81,Movie,1
VIEW0027461,CUST01008,SUB001008,15-03-2024,Romance,Smart TV,174,Movie,0
VIEW0027462,CUST01008,SUB001008,12-11-2023,Action,Tablet,141,Documentary,0
VIEW0027463,CUST01008,SUB001008,10-12-2024,Drama,Tablet,149,Movie,1
VIEW0027464,CUST01008,SUB001008,17-08-2024,Comedy,Mobile,7,Short,1
VIEW0027465,CUST01008,SUB001008,17-08-2023,Horror,Web,140,Short,0
VIEW0027466,CUST01008,SUB001008,01-11-2024,Documentary,Mobile,74,Short,1
VIEW0027467,CUST01008,SUB001008,24-02-2024,Horror,Web,135,Movie,1
VIEW0027468,CUST01008,SUB001008,14-08-2024,Comedy,Mobile,42,Short,0
VIEW0027469,CUST01008,SUB001008,03-05-2024,Action,Smart TV,114,Documentary,1
VIEW0027470,CUST01008,SUB001008,15-01-2024,Thriller,Tablet,22,Movie,1
VIEW0027471,CUST01008,SUB001008,09-12-2024,Sci-Fi,Smart TV,9,Short,1
VIEW0027472,CUST01008,SUB001008,01-10-2024,Horror,Smart TV,15,Movie,1
VIEW0027473,CUST01008,SUB001008,30-05-2024,Action,Web,49,Series,0
VIEW0027474,CUST01008,SUB001008,09-03-2024,Sci-Fi,Web,166,Series,1
VIEW0027475,CUST01008,SUB001008,06-12-2024,Drama,Web,69,Movie,0
VIEW0027476,CUST01008,SUB001008,29-07-2024,Sci-Fi,Web,141,Documentary,1
VIEW0027477,CUST01008,SUB001008,27-09-2023,Romance,Mobile,30,Documentary,1
VIEW0027478,CUST01008,SUB001008,21-06-2024,Horror,Tablet,43,Movie,1
VIEW0027479,CUST01008,SUB001008,23-08-2023,Romance,Smart TV,38,Short,1
VIEW0027480,CUST01008,SUB001008,17-09-2023,Thriller,Smart TV,137,Movie,0
VIEW0027481,CUST01008,SUB001008,03-11-2024,Horror,Smart TV,160,Short,1
VIEW0027482,CUST01008,SUB001008,18-11-2023,Romance,Tablet,127,Short,1
VIEW0027483,CUST01008,SUB001008,07-10-2024,Thriller,Smart TV,148,Short,1
VIEW0027484,CUST01008,SUB001008,31-07-2024,Drama,Mobile,19,Documentary,1
VIEW0027485,CUST01008,SUB001008,15-12-2023,Action,Tablet,63,Documentary,1
VIEW0027486,CUST01008,SUB001008,30-09-2023,Horror,Tablet,57,Series,1
VIEW0027487,CUST01008,SUB001008,21-09-2024,Documentary,Tablet,137,Series,1
VIEW0027488,CUST01008,SUB001008,05-11-2024,Comedy,Tablet,98,Documentary,1
VIEW0027489,CUST01008,SUB001008,30-04-2024,Drama,Web,153,Series,0
VIEW0027490,CUST01008,SUB001008,17-11-2024,Horror,Mobile,33,Movie,1
VIEW0027491,CUST01008,SUB001008,25-04-2024,Action,Web,129,Short,1
VIEW0027492,CUST01008,SUB001008,02-08-2024,Comedy,Web,174,Documentary,0
VIEW0027493,CUST01008,SUB001008,09-02-2024,Horror,Web,14,Movie,1
VIEW0027494,CUST01008,SUB001008,01-08-2024,Drama,Smart TV,165,Movie,1
VIEW0027495,CUST01008,SUB001008,04-07-2024,Action,Smart TV,178,Series,0
VIEW0027496,CUST01008,SUB001008,08-09-2023,Documentary,Tablet,175,Short,0
VIEW0027497,CUST01008,SUB001008,27-11-2023,Drama,Web,151,Documentary,1
VIEW0027498,CUST01008,SUB001008,24-12-2024,Romance,Web,151,Series,1
VIEW0027499,CUST01008,SUB001008,15-06-2024,Sci-Fi,Tablet,102,Series,1
VIEW0027500,CUST01008,SUB001008,15-06-2024,Horror,Smart TV,94,Movie,1
VIEW0027501,CUST01008,SUB001008,21-02-2024,Drama,Tablet,84,Series,0
VIEW0027502,CUST01008,SUB001008,10-12-2023,Horror,Mobile,48,Series,0
VIEW0027503,CUST01008,SUB001008,13-10-2024,Documentary,Web,118,Documentary,1
VIEW0027504,CUST01008,SUB001008,23-11-2023,Drama,Smart TV,115,Movie,1
VIEW0027505,CUST01008,SUB001008,24-08-2023,Drama,Mobile,48,Series,1
VIEW0027506,CUST01008,SUB001008,17-01-2024,Romance,Smart TV,57,Series,1
VIEW0027507,CUST01008,SUB001008,01-03-2024,Thriller,Tablet,116,Movie,1
VIEW0027508,CUST01008,SUB001008,04-09-2024,Drama,Smart TV,13,Series,0
VIEW0027509,CUST01008,SUB001008,05-09-2024,Horror,Web,176,Documentary,0
VIEW0027510,CUST01008,SUB001008,14-09-2024,Documentary,Mobile,109,Documentary,0
VIEW0027511,CUST01008,SUB001008,01-12-2024,Action,Tablet,79,Documentary,1
VIEW0027512,CUST01008,SUB001008,25-04-2024,Drama,Mobile,107,Documentary,0
VIEW0027513,CUST01008,SUB001008,12-01-2024,Action,Web,87,Documentary,1
VIEW0027514,CUST01008,SUB001008,19-12-2024,Drama,Web,170,Short,1
VIEW0027515,CUST01009,SUB001009,15-07-2024,Sci-Fi,Smart TV,83,Movie,1
VIEW0027516,CUST01009,SUB001009,26-07-2024,Drama,Tablet,88,Documentary,1
VIEW0027517,CUST01009,SUB001009,12-07-2024,Action,Mobile,57,Series,0
VIEW0027518,CUST01009,SUB001009,06-11-2023,Sci-Fi,Tablet,57,Series,1
VIEW0027519,CUST01009,SUB001009,03-10-2024,Horror,Web,172,Series,0
VIEW0027520,CUST01009,SUB001009,30-01-2023,Sci-Fi,Web,138,Series,1
VIEW0027521,CUST01009,SUB001009,06-12-2022,Documentary,Web,131,Documentary,1
VIEW0027522,CUST01009,SUB001009,26-09-2024,Sci-Fi,Web,169,Series,1
VIEW0027523,CUST01009,SUB001009,13-02-2023,Comedy,Tablet,105,Series,0
VIEW0027524,CUST01009,SUB001009,16-02-2023,Horror,Web,114,Short,0
VIEW0027525,CUST01009,SUB001009,24-11-2022,Horror,Smart TV,119,Movie,0
VIEW0027526,CUST01009,SUB001009,16-04-2024,Horror,Mobile,64,Series,1
VIEW0027527,CUST01009,SUB001009,16-07-2024,Comedy,Smart TV,171,Documentary,0
VIEW0027528,CUST01009,SUB001009,21-04-2023,Drama,Tablet,74,Short,1
VIEW0027529,CUST01009,SUB001009,18-11-2024,Sci-Fi,Smart TV,74,Movie,1
VIEW0027530,CUST01009,SUB001009,25-02-2024,Documentary,Web,31,Documentary,0
VIEW0027531,CUST01009,SUB001009,06-04-2024,Drama,Mobile,90,Movie,1
VIEW0027532,CUST01009,SUB001009,11-05-2024,Horror,Smart TV,77,Movie,1
VIEW0027533,CUST01009,SUB001009,10-08-2024,Documentary,Web,126,Short,1
VIEW0027534,CUST01009,SUB001009,05-04-2024,Comedy,Tablet,37,Movie,1
VIEW0027535,CUST01009,SUB001009,30-12-2022,Comedy,Tablet,132,Documentary,1
VIEW0027536,CUST01009,SUB001009,07-06-2024,Thriller,Smart TV,139,Short,1
VIEW0027537,CUST01009,SUB001009,29-04-2024,Horror,Mobile,47,Short,0
VIEW0027538,CUST01009,SUB001009,12-06-2023,Sci-Fi,Web,16,Movie,0
VIEW0027539,CUST01009,SUB001009,25-06-2024,Thriller,Tablet,122,Series,0
VIEW0027540,CUST01009,SUB001009,20-07-2023,Horror,Mobile,44,Series,1
VIEW0027541,CUST01009,SUB001009,31-12-2022,Documentary,Web,92,Short,0
VIEW0027542,CUST01009,SUB001009,01-03-2024,Action,Tablet,34,Documentary,0
VIEW0027543,CUST01009,SUB001009,06-05-2024,Thriller,Mobile,129,Short,1
VIEW0027544,CUST01009,SUB001009,08-06-2024,Drama,Web,114,Documentary,1
VIEW0027545,CUST01009,SUB001009,25-01-2024,Horror,Tablet,132,Movie,0
VIEW0027546,CUST01009,SUB001009,06-05-2023,Comedy,Web,96,Movie,1
VIEW0027547,CUST01009,SUB001009,16-02-2024,Sci-Fi,Smart TV,90,Short,1
VIEW0027548,CUST01009,SUB001009,17-09-2023,Documentary,Smart TV,124,Documentary,1
VIEW0027549,CUST01009,SUB001009,12-12-2022,Romance,Smart TV,49,Short,1
VIEW0027550,CUST01009,SUB001009,08-11-2024,Action,Tablet,86,Short,1
VIEW0027551,CUST01009,SUB001009,12-09-2024,Horror,Tablet,91,Movie,1
VIEW0027552,CUST01009,SUB001009,05-11-2022,Romance,Mobile,77,Series,0
VIEW0027553,CUST01009,SUB001009,04-04-2023,Romance,Smart TV,143,Short,0
VIEW0027554,CUST01009,SUB001009,25-10-2022,Action,Mobile,5,Documentary,0
VIEW0027555,CUST01009,SUB001009,30-05-2024,Horror,Web,84,Short,1
VIEW0027556,CUST01009,SUB001009,03-11-2022,Romance,Tablet,72,Short,1
VIEW0027557,CUST01009,SUB001009,23-06-2023,Romance,Smart TV,20,Movie,1
VIEW0027558,CUST01009,SUB001009,25-04-2024,Documentary,Tablet,16,Documentary,1
VIEW0027559,CUST01009,SUB001009,11-10-2023,Sci-Fi,Web,145,Short,1
VIEW0027560,CUST01009,SUB001009,06-02-2024,Comedy,Tablet,148,Series,1
VIEW0027561,CUST01009,SUB001009,12-12-2024,Sci-Fi,Tablet,23,Short,1
VIEW0027562,CUST01009,SUB001009,05-01-2023,Sci-Fi,Mobile,161,Short,0
VIEW0027563,CUST01010,SUB001010,11-06-2022,Documentary,Web,153,Series,1
VIEW0027564,CUST01010,SUB001010,18-10-2022,Drama,Mobile,153,Movie,1
VIEW0027565,CUST01010,SUB001010,13-03-2022,Romance,Smart TV,42,Movie,0
VIEW0027566,CUST01010,SUB001010,26-04-2024,Drama,Smart TV,43,Short,1
VIEW0027567,CUST01010,SUB001010,22-10-2023,Horror,Smart TV,24,Movie,0
VIEW0027568,CUST01010,SUB001010,02-02-2022,Sci-Fi,Web,105,Documentary,0
VIEW0027569,CUST01010,SUB001010,11-11-2022,Horror,Web,121,Series,1
VIEW0027570,CUST01010,SUB001010,15-04-2022,Romance,Smart TV,13,Series,0
VIEW0027571,CUST01010,SUB001010,04-04-2024,Horror,Web,20,Movie,1
VIEW0027572,CUST01010,SUB001010,06-12-2023,Action,Tablet,69,Short,0
VIEW0027573,CUST01010,SUB001010,04-12-2023,Romance,Smart TV,69,Short,0
VIEW0027574,CUST01010,SUB001010,04-08-2023,Drama,Smart TV,174,Series,1
VIEW0027575,CUST01010,SUB001010,26-12-2022,Comedy,Tablet,122,Movie,1
VIEW0027576,CUST01010,SUB001010,02-07-2024,Action,Web,111,Series,0
VIEW0027577,CUST01010,SUB001010,01-08-2022,Documentary,Web,29,Series,1
VIEW0027578,CUST01010,SUB001010,20-07-2022,Sci-Fi,Web,144,Series,1
VIEW0027579,CUST01010,SUB001010,16-12-2024,Romance,Web,27,Movie,1
